"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rnf146",0.174872151986354,-0.163442900123807,0.034,0.038,1
"Prp18",0.17507412274053,-0.199731238096108,0.008,0.01,1
"CG7110",0.175107477675969,0.213333657376301,0.016,0.014,1
"Qsox1",0.175303630514971,0.380336549635168,0.033,0.029,1
"CG8613",0.175426984223257,0.281249803414591,0.018,0.016,1
"viaf",0.175800479894793,-0.140792431168232,0.02,0.023,1
"CG3735",0.175978909950275,-0.307188443889401,0.024,0.027,1
"mRpL52",0.176045293811295,0.400123458282013,0.03,0.027,1
"CG40470",0.176191147550471,0.677823888652696,0.036,0.033,1
"CG14082",0.176271888977929,-0.161975180292103,0.026,0.029,1
"Wwox",0.176748758722813,0.21014922929947,0.028,0.025,1
"Fmo-1",0.177024497397781,0.674865105342898,0.011,0.009,1
"Graf",0.177035333803088,0.151287737821959,0.17,0.165,1
"CG1671",0.177150516081286,-0.105071325368047,0.016,0.019,1
"Rat1",0.177520788132999,-0.219428557207177,0.014,0.016,1
"Atg7",0.177560213994195,-0.195765683671221,0.012,0.014,1
"sima",0.178161930280252,0.141459213288748,0.692,0.706,1
"CG12868",0.178259621844119,0.318004432146945,0.021,0.019,1
"IM2",0.178837783542416,-0.400810732475323,0.115,0.11,1
"Larp7",0.180126641914387,-0.130510521497074,0.013,0.015,1
"CG9514",0.18031806921222,-0.301872757012815,0.009,0.011,1
"AP-2mu",0.180815555092541,-0.222742620907071,0.014,0.016,1
"gammaCOP",0.18106410636925,-0.128124469647842,0.034,0.038,1
"mon2",0.181458088920052,0.331844488846908,0.038,0.035,1
"Ugt37C1",0.182236057126538,0.19028093263136,0.008,0.01,1
"v",0.182275194903753,0.215546326892924,0.035,0.032,1
"Oscillin",0.183193900815945,-0.17333666555907,0.02,0.023,1
"DIP-eta",0.183464847748924,-0.327655879803872,0.013,0.015,1
"mRpL17",0.184026272709506,-0.152784435766959,0.021,0.023,1
"CG8243",0.184104737959397,-0.121172348586713,0.021,0.024,1
"CG16953",0.184228365674348,0.168539950824334,0.051,0.047,1
"Evi5",0.184693836789598,0.121595996952298,0.168,0.162,1
"Tango1",0.184796992191124,0.213808284038905,0.113,0.108,1
"spn-E",0.185036885189173,-0.322043600873858,0.01,0.012,1
"Mtr4",0.185211240768361,0.141468999701848,0.012,0.014,1
"CG14450",0.185588397919511,-0.330388937454435,0.01,0.012,1
"CCDC53",0.185612079166278,0.144917230946171,0.011,0.009,1
"wat",0.18740706385848,0.514356179653859,0.012,0.011,1
"Proc",0.187509424594256,-0.206732192264,0.013,0.015,1
"mnd",0.187886661865632,0.173917037406251,0.12,0.115,1
"CG18327",0.188546248642274,0.394270050973814,0.015,0.012,1
"mtDNA-helicase",0.188712590500281,0.25345544884767,0.017,0.015,1
"MFS15",0.188886788059809,-0.164236487019953,0.016,0.018,1
"HP1c",0.189570561852427,0.122818839409654,0.009,0.011,1
"GAA1",0.189866631782142,0.138036008994684,0.021,0.018,1
"CG6985",0.189979441202475,0.136530423886702,0.014,0.012,1
"polybromo",0.190617488122393,-0.11355905062104,0.026,0.029,1
"Sf3a1",0.190988251506236,0.509223644789818,0.019,0.017,1
"vito",0.191188828384004,-0.291760366352431,0.012,0.014,1
"Teh4",0.191289031938939,0.574049599860162,0.011,0.009,1
"Scgdelta",0.191529541122427,0.290878065053458,0.02,0.017,1
"mRpL33",0.192157356293765,0.140813816422406,0.04,0.044,1
"cert",0.192442714123599,0.299991840099653,0.036,0.033,1
"CG5555",0.192699078481379,0.302520993394061,0.02,0.017,1
"E(z)",0.193209249136417,0.127087343960888,0.049,0.045,1
"dysc",0.193580091643158,-0.14994170160405,0.129,0.134,1
"CG8230",0.193697960746344,0.111538610905777,0.021,0.024,1
"lncRNA:CR43242",0.194483216791788,0.392855900656175,0.039,0.036,1
"beat-Va",0.194847899194081,-0.1464329884727,0.017,0.02,1
"CG11906",0.195246485268959,0.359990194715889,0.012,0.01,1
"CG5746",0.195273229475219,0.121330633042816,0.121,0.115,1
"CG42668",0.195503301289817,0.164208426645183,0.195,0.19,1
"Membrin",0.195568357055717,-0.237832676172023,0.017,0.019,1
"mtm",0.195637630027818,0.115763027109503,0.011,0.013,1
"PGAP5",0.195772711473518,0.513001839959328,0.013,0.011,1
"Uvrag",0.19579027657128,-0.123306775365268,0.02,0.022,1
"mRpL1",0.195868050793048,-0.119220140616799,0.019,0.022,1
"CG1968",0.19760771081755,0.179890305681037,0.021,0.018,1
"CG43680",0.197664375127088,-0.185719838292254,0.013,0.015,1
"dpr12",0.197920689638921,0.185687649542667,0.077,0.073,1
"Arp8",0.200151824040787,-0.101127169204026,0.015,0.018,1
"Cyp9f2",0.200169554007453,-0.147440325513748,0.023,0.025,1
"CG11178",0.200618078652465,-0.100714134187947,0.015,0.017,1
"fmt",0.200805795494151,0.121638883293159,0.252,0.247,1
"CG13926",0.200844770481995,-0.194532195732187,0.013,0.015,1
"par-6",0.20090602235656,0.186037688525375,0.042,0.039,1
"CG8369",0.201248090851978,0.181213717206792,0.028,0.025,1
"CG3021",0.201859423376879,0.163952831171611,0.013,0.011,1
"CG9691",0.201955459282451,-0.180974724890369,0.055,0.059,1
"Trc8",0.202123460420988,0.270271569733551,0.048,0.045,1
"bowl",0.202294216130262,0.105532490446654,0.016,0.018,1
"Ance-5",0.202307235656784,0.626820582826685,0.012,0.01,1
"CG12177",0.202991174202452,-0.367072726653495,0.025,0.028,1
"CG7800",0.203016053011198,0.869882316312599,0.01,0.008,1
"Shab",0.203151797315524,0.224300114666328,0.325,0.329,1
"CG7565",0.203476886004447,0.353744054000387,0.012,0.01,1
"sick",0.204822660230563,0.276374455403397,0.147,0.142,1
"veil",0.204927229078243,-0.324003097757511,0.01,0.012,1
"CG45071",0.205349107051402,0.286366747003753,0.019,0.017,1
"CG3756",0.205476105719435,-0.566288845992727,0.012,0.014,1
"Nle",0.205825805834756,-0.119328549408482,0.013,0.015,1
"beta-Man",0.206145357607043,0.180251839827249,0.106,0.101,1
"CG4390",0.20619474266613,-0.121555605679843,0.026,0.029,1
"CG7484",0.206382998194275,0.316203429549153,0.026,0.024,1
"Drice",0.206416501914538,-0.202383389144858,0.013,0.015,1
"CG11073",0.207259730384325,-0.391178018509527,0.008,0.01,1
"CNMaR",0.207323516216424,0.111916112063674,0.038,0.034,1
"S1P",0.207394570374432,0.325387798242184,0.01,0.008,1
"CG8611",0.20753061398597,-0.173910362544613,0.034,0.037,1
"Ced-12",0.207692077465682,0.349782844204305,0.015,0.013,1
"PheRS-m",0.208527774449186,0.434711032595875,0.024,0.022,1
"CG14220",0.208608660044128,-0.201333322371628,0.014,0.017,1
"rn",0.20899258535906,0.102190944822719,0.037,0.04,1
"CG9215",0.209121368149708,0.509890372192655,0.01,0.009,1
"Pdp",0.209250652310283,0.302313555844882,0.022,0.02,1
"Uggt",0.209592963050676,-0.15381388351453,0.029,0.032,1
"CG7456",0.209800304204505,0.315662916370968,0.017,0.015,1
"OXA1L",0.210098523579985,-0.340696361020026,0.014,0.016,1
"Nhe1",0.210444044929977,0.10767115595469,0.018,0.016,1
"CG8818",0.210468003540403,-0.108652534781075,0.022,0.024,1
"CG4101",0.210646392047268,-0.105394755831573,0.019,0.021,1
"CG6154",0.210828051718077,-0.141560323515835,0.022,0.024,1
"TTLL5",0.210829160350393,0.285974339021037,0.054,0.05,1
"CG6785",0.210939355552144,0.175324810040742,0.026,0.029,1
"Prp3",0.211406573372157,0.134447086291217,0.02,0.023,1
"CG3091",0.211682453881167,0.190625369596051,0.039,0.043,1
"barr",0.211703680155682,-0.207832810362982,0.01,0.012,1
"CG43902",0.211923886896799,0.137078555926068,0.041,0.038,1
"TAF1B",0.212168373201754,0.161109085802225,0.022,0.019,1
"Act87E",0.212405364927621,0.22231533567672,0.038,0.042,1
"Elp3",0.212781912025516,-0.133036256762202,0.02,0.023,1
"Ady43A",0.212785603806451,-0.257759617263634,0.025,0.028,1
"ECSIT",0.213075291548737,0.219339351822686,0.01,0.009,1
"mRpS9",0.213639759367537,0.180055579799258,0.074,0.07,1
"Rab5",0.21414089196426,0.145971278243639,0.182,0.178,1
"PIG-O",0.21415829763733,0.299997003931757,0.017,0.014,1
"CG42390",0.214543282513974,-0.188600013038999,0.191,0.182,1
"Cpsf100",0.21455716922247,0.334938731886643,0.011,0.009,1
"smal",0.214800387969558,0.129697257599054,0.059,0.055,1
"Ugt49B1",0.215201129532972,0.332657400957674,0.024,0.021,1
"asRNA:CR46354",0.215299483212352,-0.127814223610591,0.015,0.017,1
"Cyp28a5",0.215311523560577,-0.241806546387196,0.008,0.01,1
"CG8370",0.215381632848939,0.259839747281199,0.025,0.023,1
"CG33169",0.21546258468849,0.18398295162216,0.016,0.018,1
"Porin2",0.215842275985914,0.566177278005155,0.013,0.011,1
"side-VI",0.216684762602299,0.224536460529465,0.09,0.085,1
"CG30022",0.217897203593243,0.414055997538622,0.031,0.029,1
"CG15236",0.218579001314263,-0.118694130216385,0.021,0.024,1
"EndoB",0.218917028642044,-0.132196650296414,0.023,0.026,1
"Pde8",0.21900904124513,0.172694142683183,0.256,0.252,1
"HBS1",0.219654529412002,-0.245182788550333,0.009,0.01,1
"CG31195",0.219815384467824,-0.135174636812827,0.026,0.029,1
"Tsc1",0.220465465931182,0.322168056978431,0.04,0.036,1
"CG42705",0.221598968047484,-0.138299166700969,0.029,0.032,1
"CG3065",0.221734902647052,0.120469471552754,0.021,0.018,1
"CG1965",0.221914725834821,0.129331826211214,0.166,0.16,1
"dmpd",0.222007195590825,0.343399175452643,0.041,0.038,1
"Hmgs",0.222135709067137,0.137927674014912,0.069,0.065,1
"CG11456",0.222335750052536,0.157744056911773,0.035,0.032,1
"CG9649",0.222601766533405,0.139717502724963,0.017,0.015,1
"JTBR",0.22276581953146,0.264251307926533,0.014,0.012,1
"Nprl2",0.223136496498341,0.111434879160039,0.013,0.011,1
"Nup44A",0.223952172416809,0.390269641466693,0.041,0.038,1
"CG9536",0.224895447240661,-0.170143506712769,0.018,0.02,1
"Cfp1",0.225061508168585,0.207285427973937,0.016,0.014,1
"l(1)G0020",0.22512291578562,-0.273057416893427,0.017,0.019,1
"Mob3",0.225232981076455,-0.178691855582958,0.02,0.023,1
"Snx16",0.225437495894201,0.169912897349674,0.015,0.017,1
"trsn",0.225437549014681,-0.2232205598397,0.013,0.015,1
"asl",0.225502395454211,-0.121879422483472,0.012,0.014,1
"qkr54B",0.225764810052285,0.198607563389999,0.065,0.061,1
"asRNA:CR45600",0.225953962848408,0.175977763178911,0.07,0.066,1
"CG1239",0.226142973129859,-0.177973646475844,0.016,0.018,1
"CG6693",0.226234655809836,-0.120256482466186,0.015,0.018,1
"RhoGAP5A",0.226912157245239,0.148511870493071,0.016,0.014,1
"Rpb8",0.227306091093517,-0.337683745807003,0.018,0.02,1
"crm",0.227455223385957,0.336422123015345,0.023,0.021,1
"CG5745",0.227460699216321,0.218288780615969,0.016,0.018,1
"GstE11",0.227821965443951,0.158852533094675,0.019,0.022,1
"CG42339",0.228942995055786,0.182436477267421,0.04,0.036,1
"Nse4",0.229032619053105,-0.245515768654235,0.014,0.016,1
"Tango14",0.229947245574434,0.150864229592071,0.037,0.034,1
"usp",0.230647391189897,0.133034493536464,0.04,0.043,1
"p38a",0.230959639648788,0.326537835220369,0.026,0.023,1
"CG9147",0.231009253009512,0.434380066129452,0.01,0.009,1
"Ssadh",0.231483551331232,-0.148434644205295,0.016,0.018,1
"Tsp42Ek",0.232256755183649,0.170056086802697,0.01,0.008,1
"CG6013",0.232894033442893,-0.230167034898793,0.016,0.018,1
"ghi",0.232988471459403,0.19774483525635,0.043,0.039,1
"CG42750",0.23315138616773,0.131721348527798,0.104,0.1,1
"CG17982",0.234155766627311,0.252788906950816,0.015,0.018,1
"Vha68-1",0.234202339101004,0.339766253028847,0.032,0.029,1
"CG3386",0.234658276119955,0.448320226247495,0.017,0.015,1
"rogdi",0.234923520444172,-0.126900644538019,0.078,0.083,1
"ast",0.235052914771431,-0.14491074892407,0.013,0.015,1
"CG4853",0.235719974474029,0.297957546689767,0.02,0.017,1
"CG2023",0.236139428977971,-0.125358061020081,0.009,0.01,1
"Sar1",0.236339857315905,0.101854977397033,0.141,0.148,1
"CG3909",0.23677573998343,-0.328298133129204,0.009,0.011,1
"nrv3",0.237121694701066,-0.19070378810538,0.169,0.172,1
"PGRP-SC2",0.238383633516364,-0.104111095918237,0.023,0.025,1
"Taf1",0.238438543255216,0.225845550027427,0.061,0.057,1
"Nepl21",0.240576408768993,0.150830188141758,0.019,0.021,1
"CG43673",0.242188365962062,-0.114580570224373,0.01,0.012,1
"CG4984",0.242244651863722,-0.300118949933543,0.013,0.015,1
"CG5819",0.243273865042279,0.220519032497982,0.022,0.02,1
"CG32099",0.243433356893779,0.211127141659516,0.01,0.008,1
"CG5913",0.244375637058607,-0.17177480622284,0.009,0.01,1
"lectin-37Db",0.244809444747658,-0.145598510373121,0.017,0.019,1
"CG6660",0.245115874024167,-0.189431845658478,0.011,0.013,1
"Taf6",0.24543089617068,0.531179858968857,0.018,0.016,1
"CG31323",0.245619244718455,0.129312877790602,0.051,0.048,1
"CG13531",0.245895093745153,0.206386527993933,0.034,0.032,1
"Rtf1",0.245958369427997,-0.132707439035977,0.041,0.044,1
"CG4629",0.247615190500204,-0.154506441760528,0.081,0.085,1
"CG3626",0.248397578181642,-0.17495877784399,0.013,0.015,1
"CG32163",0.248429862884988,0.451959539266184,0.011,0.01,1
"Arv1",0.24922666798847,-0.103775009708695,0.014,0.016,1
"CG11147",0.249395713634456,-0.227620033463442,0.02,0.023,1
"CG10376",0.249558146079927,0.193030651449976,0.021,0.018,1
"kek2",0.249822184935105,-0.111130358063546,0.07,0.074,1
"Atg6",0.250017450326739,-0.141913173896711,0.012,0.014,1
"CG3817",0.25038116682238,-0.297306493749622,0.016,0.018,1
"P58IPK",0.250422090480396,-0.122811772648753,0.034,0.037,1
"obe",0.250895981474844,0.368139317072133,0.013,0.012,1
"dod",0.251116492857953,-0.125137954432931,0.033,0.036,1
"CG32104",0.251418359640551,0.125694530489325,0.015,0.013,1
"HERC2",0.251563372251513,0.16815546121792,0.03,0.027,1
"Swip-1",0.251977917011425,0.164773936144031,0.086,0.082,1
"CG14965",0.25225186301239,0.234969106860478,0.01,0.008,1
"CG3594",0.253334668777547,-0.272164494695078,0.013,0.015,1
"Hr78",0.254529633243657,0.318553175856531,0.069,0.066,1
"Pi3K59F",0.255687738473454,0.535216576010838,0.013,0.012,1
"Synj",0.25587461520395,0.100865304052922,0.037,0.04,1
"Acf",0.255967349610771,0.107887263315052,0.054,0.05,1
"CG42360",0.256544887274216,0.236159163538838,0.068,0.064,1
"CG11077",0.257340532268299,-0.333249734420964,0.02,0.022,1
"msl-2",0.258166787416661,0.153620579546096,0.024,0.022,1
"aurB",0.258336720911344,-0.17314873549574,0.01,0.012,1
"CG14995",0.258511728037935,0.230444782679146,0.105,0.101,1
"Uba3",0.258975689503844,-0.137751999965798,0.01,0.012,1
"rho-7",0.259343666961083,-0.190380459505592,0.019,0.021,1
"ksr",0.259727661404361,0.251633520522746,0.017,0.015,1
"Shaw",0.259756243309994,0.256240447467374,0.1,0.096,1
"chas",0.259896874879447,0.237770632698201,0.028,0.025,1
"CG4511",0.260036536453778,0.116464002381525,0.033,0.036,1
"armi",0.260553191808171,-0.112176340038253,0.025,0.027,1
"Atg16",0.260835114205965,0.217832626784098,0.057,0.054,1
"lncRNA:CR44986",0.260848368194062,-0.352215138944825,0.019,0.021,1
"az2",0.261016089073867,-0.147278541489,0.008,0.01,1
"Appl",0.261256006948529,0.119514776726334,0.143,0.138,1
"CG5776",0.261388949798726,-0.340708823075347,0.009,0.01,1
"CG31921",0.261999995978407,-0.15138428003566,0.013,0.015,1
"Grip75",0.262071847750605,-0.297055535712406,0.01,0.011,1
"KLHL18",0.262289594411293,-0.174574631494714,0.019,0.021,1
"asRNA:CR44987",0.262714498306193,-0.176697236282708,0.009,0.01,1
"CG6332",0.262734060943766,0.316992070727439,0.011,0.01,1
"Cpsf160",0.26296152750275,-0.174102873483051,0.013,0.015,1
"Dop2R",0.263417205948541,0.150076231495635,0.063,0.06,1
"lncRNA:CR43493",0.263526961235824,0.307051448105654,0.012,0.013,1
"GlyRS",0.263871020626429,0.230232692275353,0.032,0.029,1
"CG7824",0.264052562457667,0.212650458554178,0.014,0.012,1
"Spase12",0.264106849852289,0.194539510722355,0.035,0.033,1
"CG10672",0.264211013140662,0.188472677667232,0.019,0.021,1
"fand",0.264764138265527,0.374627356057124,0.012,0.011,1
"Spt5",0.265241555364959,0.104337778907326,0.08,0.085,1
"alpha-Est4",0.26594834625952,0.426759495396165,0.012,0.011,1
"Diap2",0.266036074021373,0.236190872302653,0.045,0.042,1
"CG13594",0.266069368140422,-0.118298402340078,0.025,0.028,1
"Obp56a",0.266158024964755,-0.278508343117331,0.015,0.016,1
"AIF",0.266250189268849,0.113477099398767,0.038,0.036,1
"lncRNA:CR44900",0.266617384844342,-0.285626472038733,0.008,0.01,1
"CG4025",0.266752853150137,0.161910355605268,0.014,0.016,1
"nvy",0.267475280233006,0.272810168633934,0.01,0.012,1
"alphaCOP",0.267978381788073,0.47685368104095,0.027,0.025,1
"mRpL10",0.268340154346728,-0.144411304301895,0.02,0.022,1
"CG13607",0.268903164477686,0.401811974401497,0.041,0.038,1
"Brf",0.269192969843865,0.144684487835812,0.049,0.046,1
"asRNA:CR44321",0.269397372830859,0.296988897528459,0.009,0.01,1
"pkaap",0.27016478798168,-0.231902279061778,0.012,0.014,1
"CG42399",0.270744478287181,0.241486860247383,0.013,0.011,1
"lace",0.270948635691007,0.12994431636769,0.052,0.048,1
"CG2126",0.271347020882745,0.458651984047903,0.014,0.012,1
"Cdk2",0.271680545031645,-0.152965517843205,0.017,0.019,1
"wde",0.271939101778608,0.170855861847857,0.086,0.083,1
"ValRS",0.272066021213005,0.107807406551324,0.043,0.04,1
"Ssu72",0.273277814742966,0.188834360746171,0.017,0.015,1
"LManI",0.273985738105173,-0.209882238146263,0.011,0.013,1
"CG8064",0.274210624623269,-0.129856467860671,0.01,0.012,1
"Arpc3A",0.27421182502868,-0.178265447847028,0.018,0.02,1
"asRNA:CR45175",0.274695732428151,-0.27353483787812,0.021,0.024,1
"bou",0.275376023859503,0.38818886553164,0.02,0.018,1
"SmydA-2",0.275388991431464,0.337294588294649,0.022,0.019,1
"klg",0.276217068744067,-0.260034531222359,0.084,0.087,1
"CG33970",0.276281310791701,-0.542023039173474,0.02,0.022,1
"Phk-3",0.276480329207226,0.340285519812126,0.04,0.038,1
"CG12194",0.276540580037511,0.137351966036507,0.009,0.011,1
"alpha-Est3",0.276753575893327,0.140710093360478,0.017,0.015,1
"CG11902",0.276777669994252,0.267626213034077,0.022,0.02,1
"CG16903",0.277429075227528,-0.198744020332808,0.018,0.02,1
"CG8066",0.27791969474617,0.525534685476094,0.022,0.02,1
"dock",0.277995001379675,-0.166926822758719,0.052,0.056,1
"TrpRS-m",0.278520651474934,0.236590075590749,0.012,0.01,1
"mRpS18B",0.278819033881219,-0.269937316295331,0.017,0.019,1
"CDK2AP1",0.279119081790939,-0.148617317254829,0.03,0.032,1
"PIG-U",0.279284311038034,0.131290494681225,0.01,0.011,1
"Gel",0.279744538225506,0.132688951344507,0.122,0.129,1
"CG4238",0.280005856815335,-0.107445292294443,0.116,0.121,1
"qtc",0.280038918377283,-0.112082574535308,0.058,0.061,1
"Hesr",0.280315743771209,-0.266738349633612,0.012,0.013,1
"Unc-89",0.280966361422693,0.154606593319449,0.268,0.286,1
"Sce",0.281846635796737,-0.17961937786293,0.01,0.011,1
"Pat1",0.282141707105302,0.125220638607229,0.111,0.106,1
"Rpt3",0.282445409682809,0.113631741545675,0.059,0.055,1
"CG17032",0.282739554715818,0.173994582622915,0.013,0.014,1
"CG10903",0.282821481062966,-0.224015951119541,0.018,0.02,1
"psidin",0.283259634281156,0.247734570014098,0.036,0.033,1
"loh",0.283727323157138,0.218116059123956,0.013,0.011,1
"CG11986",0.284660408230575,0.134860293354437,0.011,0.009,1
"Pak3",0.284979683462388,0.228182203852357,0.109,0.105,1
"Art3",0.285039339523215,-0.365379431426473,0.017,0.019,1
"CG8326",0.285247742239728,-0.421014152683953,0.008,0.01,1
"CG16979",0.285302600423697,-0.14349850928533,0.013,0.015,1
"sip2",0.286153546395997,0.162811184476732,0.011,0.009,1
"CG12896",0.28701974723469,0.131844986189737,0.011,0.009,1
"CG42813",0.287280283289468,0.239753667350612,0.033,0.03,1
"gkt",0.287392514054656,-0.325091979940201,0.009,0.01,1
"Gfrl",0.287735366967091,0.10948120407074,0.102,0.108,1
"Ndc1",0.287842079396897,-0.43351971375007,0.011,0.013,1
"CG5568",0.287912754157462,0.193119391323613,0.009,0.011,1
"Ref1",0.28808853590144,0.139045036898552,0.126,0.122,1
"Abp1",0.288445944815709,0.278167186029255,0.027,0.025,1
"Oga",0.288585341483836,0.273220158271732,0.021,0.019,1
"Cht10",0.288726888832386,0.561173890692375,0.014,0.012,1
"CG11029",0.290194296411417,0.156206579716682,0.01,0.008,1
"CG7407",0.290319993674826,-0.154087397210455,0.017,0.018,1
"CG6191",0.290401168818082,0.15665652342103,0.029,0.032,1
"CG4936",0.29063532843176,-0.275569354452509,0.012,0.013,1
"Det",0.290786364744015,-0.311865106833098,0.012,0.013,1
"CG17996",0.290878620749462,-0.221210614835621,0.012,0.013,1
"SWIP",0.291314419538994,0.439686561337142,0.01,0.009,1
"CG6204",0.292369610985052,0.453908191257732,0.011,0.01,1
"Cyp6a14",0.293801283613616,0.499121436432722,0.017,0.015,1
"Ppt1",0.294037310657934,-0.168776353216598,0.019,0.021,1
"CG34348",0.295047602929659,0.118491901727888,0.035,0.033,1
"CG12822",0.295180817512858,-0.13155228394469,0.035,0.037,1
"Rrp45",0.295637192723824,-0.173421875422425,0.011,0.013,1
"CG12728",0.296201962196643,0.251609488604389,0.018,0.016,1
"CG14937",0.296772770395453,0.359913330637029,0.009,0.01,1
"fne",0.297510708668728,-0.100376435307468,0.12,0.125,1
"mip40",0.298383491715767,-0.227569814516687,0.01,0.012,1
"Sry-delta",0.298569385695765,0.117307643019236,0.011,0.009,1
"CG10880",0.29863900492213,-0.197637059333668,0.009,0.01,1
"nAChRalpha2",0.298654797670835,0.301999851924225,0.022,0.02,1
"shv",0.299606989041027,-0.205311848701831,0.02,0.022,1
"fred",0.299614657483635,0.266616509230418,0.059,0.056,1
"Strump",0.299793495104582,0.334137651701319,0.012,0.01,1
"CG9004",0.300551844334506,-0.13833588926786,0.017,0.019,1
"GstE13",0.302021808423703,-0.138646570727175,0.009,0.011,1
"CG9686",0.30205113821434,0.43124189943785,0.015,0.014,1
"Prp8",0.303038324248845,0.175528726606363,0.067,0.063,1
"CG2076",0.303401932549522,0.218605680143826,0.051,0.048,1
"Alp12",0.303791087795131,0.125607820418265,0.009,0.01,1
"cnk",0.303929726484295,0.17574372353726,0.028,0.026,1
"Adgf-A",0.30398235746749,-0.203209347682193,0.013,0.011,1
"CG9328",0.304059901165534,0.131081040150662,0.098,0.094,1
"PhKgamma",0.304373712881286,0.140096671687782,0.329,0.333,1
"Cenp-C",0.304810600635516,-0.16600383673832,0.019,0.021,1
"CG14057",0.305221432185562,-0.272076870462343,0.013,0.015,1
"BubR1",0.305571449949997,0.13244929575858,0.012,0.011,1
"betaTub97EF",0.305783188860844,-0.141751545882148,0.152,0.156,1
"CG3702",0.306375833951487,-0.111910661273344,0.035,0.038,1
"ham",0.306481881767719,-0.405390069087304,0.009,0.011,1
"AP-1mu",0.306503951432329,0.162553964912777,0.023,0.025,1
"beat-IIb",0.30738241365062,-0.141718061585957,0.038,0.04,1
"Trs20",0.30791448616472,-0.130111941290215,0.016,0.018,1
"alpha-Catr",0.308768637256401,0.313416754201404,0.011,0.009,1
"CG10795",0.308870527141398,0.372519124615986,0.011,0.01,1
"CG11109",0.309368283472138,0.142469568885219,0.014,0.016,1
"lncRNA:flam",0.309472313281361,-0.187353456112847,0.028,0.03,1
"Rpb11",0.309649118848039,0.1294173941713,0.029,0.026,1
"Sf3b2",0.310737071295374,0.1337072190968,0.044,0.047,1
"CG5003",0.310872088808378,0.233111747569255,0.029,0.027,1
"RhoGDI",0.310951609158376,0.122029861399179,0.1,0.096,1
"snz",0.311493196393277,0.168013410977663,0.028,0.026,1
"l(2)k14505",0.31158799618596,0.103492605248122,0.023,0.026,1
"EndoA",0.311605697826442,0.116178584521082,0.14,0.147,1
"PpD3",0.311616369641933,-0.111711168611584,0.035,0.037,1
"POSH",0.311667413766439,0.300963621563313,0.022,0.02,1
"CG31229",0.31179119717222,0.253690797501594,0.018,0.016,1
"CG30349",0.312644056200417,0.214451858779627,0.037,0.035,1
"CG4615",0.312724131690187,0.172070685047466,0.037,0.04,1
"Lpt",0.313683487895191,-0.20739045749013,0.02,0.022,1
"sstn",0.314044653977431,0.280479118962867,0.012,0.011,1
"Nup50",0.314401361846897,-0.21259812050445,0.02,0.022,1
"CG9265",0.315676421556908,0.207362911856523,0.041,0.038,1
"bip1",0.316278372150236,-0.322251698688277,0.017,0.019,1
"Gycbeta100B",0.318213984569076,-0.139059807163632,0.051,0.054,1
"asRNA:CR44046",0.318940632206724,-0.144749433027194,0.009,0.011,1
"lncRNA:CR45223",0.319992240695524,-0.61781425169771,0.021,0.023,1
"NC2alpha",0.320385342255224,0.122510542278086,0.022,0.024,1
"crim",0.320523597077499,-0.117942384532818,0.023,0.025,1
"mRRF2",0.32209617206736,0.3587600384047,0.011,0.01,1
"CG2004",0.322228530771109,0.293752629164419,0.028,0.025,1
"Cwc25",0.322443569982317,0.182451100281519,0.047,0.044,1
"CG2493",0.322926023534762,0.201820302931406,0.017,0.015,1
"eIF2D",0.323351885574953,0.123432267863377,0.018,0.017,1
"lncRNA:roX1",0.325354622008483,0.287699689173176,0.236,0.236,1
"Ork1",0.325466103879112,0.686392248021198,0.09,0.089,1
"CG4042",0.325474942003812,0.436536902226293,0.012,0.011,1
"CG5721",0.325492768507804,0.102003037873962,0.022,0.02,1
"CG18171",0.325552225096206,-0.162259872032136,0.026,0.028,1
"papi",0.325653472721584,-0.123563672114142,0.034,0.036,1
"CG8490",0.325889482185996,0.404519170881417,0.016,0.014,1
"Dyb",0.326202469405366,0.337703540753008,0.11,0.107,1
"Snmp1",0.326296282512314,0.299392176392044,0.012,0.01,1
"Vps2",0.326690406285205,0.196847844320421,0.028,0.03,1
"AstC-R2",0.326842868820882,0.217642085390381,0.009,0.01,1
"CG4901",0.32754246573906,0.173105701770763,0.022,0.02,1
"Panx",0.327793147824124,0.354187144594092,0.016,0.015,1
"Pka-C1",0.328202244215616,0.103324993383548,0.363,0.362,1
"MED30",0.328333430097407,-0.168820477676798,0.009,0.011,1
"CG11426",0.328345302644326,0.492549195457714,0.01,0.009,1
"eca",0.328448819783405,-0.175313972446735,0.051,0.054,1
"rad50",0.328686258689166,-0.171509105682951,0.034,0.036,1
"CG14135",0.328961707116011,0.352407161154818,0.014,0.012,1
"bocks",0.329049461693509,-0.151932594273861,0.01,0.011,1
"Cbs",0.329892344643352,-0.135343111736001,0.031,0.034,1
"kappaTry",0.330728837595095,0.306763337978924,0.014,0.013,1
"CG1024",0.331247708600606,0.16389341090424,0.014,0.012,1
"Ssl1",0.331289453822461,0.299571960067687,0.015,0.014,1
"Atg5",0.331292288887108,0.271505483673562,0.032,0.029,1
"Cul4",0.331687169113535,-0.188983255286339,0.026,0.028,1
"S6kII",0.331799339998873,0.139573190999147,0.044,0.047,1
"CG8195",0.33280765123819,0.16504211263071,0.016,0.017,1
"CG5815",0.332959658230975,-0.104989815512607,0.022,0.024,1
"CG8740",0.333086835299719,0.114087275864386,0.026,0.028,1
